timestamp,segment_id,battery_level_pct,soc,battery_temp_C,battery_voltage_mV,battery_current_mA,screen_on,network_type,col09_unknown
2019-10-09 05:45:00+00:00,-1,32.666666666666664,0.32666666666666666,31.0,4049.5,1332.25,True,wi-fi,0.0
2019-10-09 05:46:00+00:00,0,33.142857142857146,0.33142857142857146,31.0,4045.0,1330.0,True,wi-fi,0.0
2019-10-09 05:47:00+00:00,0,33.5,0.335,31.125,4039.9375,1325.75,True,wi-fi,0.0
2019-10-09 05:48:00+00:00,0,33.888888888888886,0.33888888888888885,31.22222222222222,4042.722222222222,1330.0,True,wi-fi,0.0
2019-10-09 05:49:00+00:00,1,34.3,0.34299999999999997,31.2,4045.05,1332.25,True,wi-fi,0.0
2019-10-09 05:50:00+00:00,1,34.63636363636363,0.3463636363636363,31.181818181818183,4047.5,1334.5,True,wi-fi,0.0
2019-10-09 05:53:00+00:00,2,37.27272727272727,0.37272727272727274,31.181818181818183,4054.3636363636365,1381.0,True,wi-fi,0.0
2019-10-09 05:54:00+00:00,3,38.18181818181818,0.3818181818181818,31.181818181818183,4054.2727272727275,1381.0,True,wi-fi,0.0
2019-10-09 05:55:00+00:00,4,39.09090909090909,0.39090909090909093,31.181818181818183,4056.6363636363635,1384.0,True,wi-fi,0.0
2019-10-09 05:56:00+00:00,5,39.90909090909091,0.39909090909090905,31.181818181818183,4058.909090909091,1391.0,True,wi-fi,0.0
2019-10-09 05:57:00+00:00,6,40.72727272727273,0.4072727272727273,31.181818181818183,4064.7272727272725,1393.0,True,wi-fi,0.0
2019-10-09 06:00:00+00:00,7,43.18181818181818,0.4318181818181818,31.0,4074.681818181818,1393.0,True,wi-fi,0.0
2019-10-09 06:01:00+00:00,8,44.09090909090909,0.4409090909090909,31.0,4076.1363636363635,1393.0,True,wi-fi,0.0
2019-10-09 06:02:00+00:00,9,44.90909090909091,0.44909090909090904,31.0,4077.9545454545455,1393.0,True,wi-fi,0.0
2019-10-09 06:03:00+00:00,10,45.72727272727273,0.4572727272727273,31.0,4079.8636363636365,1393.0,True,wi-fi,0.0
2019-10-09 06:04:00+00:00,11,46.54545454545455,0.46545454545454545,31.0,4081.909090909091,1393.0,True,wi-fi,0.0
2019-10-09 06:05:00+00:00,12,47.36363636363637,0.4736363636363637,31.0,4085.909090909091,1393.0,True,wi-fi,0.0
2019-10-09 06:06:00+00:00,13,48.09090909090909,0.48090909090909095,31.0,4087.7272727272725,1393.0,True,wi-fi,0.0
2019-10-09 06:07:00+00:00,14,48.81818181818182,0.4881818181818182,31.0,4089.5454545454545,1393.0,True,wi-fi,0.0
2019-10-09 06:08:00+00:00,15,49.63636363636363,0.49636363636363634,31.0,4091.3636363636365,1393.0,True,wi-fi,0.0
2019-10-09 06:09:00+00:00,16,50.54545454545455,0.5054545454545455,31.0,4093.181818181818,1393.0,True,wi-fi,0.0
2019-10-09 06:10:00+00:00,17,51.45454545454545,0.5145454545454545,31.0,4095.0,1393.0,True,wi-fi,0.0
2019-10-09 06:11:00+00:00,18,52.27272727272727,0.5227272727272727,31.0,4097.636363636364,1392.0,True,wi-fi,0.0
2019-10-09 06:12:00+00:00,19,53.09090909090909,0.5309090909090909,31.0,4099.545454545455,1392.0,True,wi-fi,0.0
2019-10-09 06:13:00+00:00,20,53.90909090909091,0.5390909090909091,31.0,4101.363636363636,1390.0,True,wi-fi,0.0
2019-10-09 06:14:00+00:00,21,54.63636363636363,0.5463636363636364,31.0,4103.090909090909,1389.0,True,wi-fi,0.0
2019-10-09 06:15:00+00:00,22,55.27272727272727,0.5527272727272727,31.0,4105.0,1388.0,True,wi-fi,0.0
2019-10-09 06:16:00+00:00,23,55.81818181818182,0.5581818181818182,31.0,4107.090909090909,1389.0,True,wi-fi,0.0
2019-10-09 06:17:00+00:00,24,56.54545454545455,0.5654545454545454,31.0,4109.272727272727,1388.0,True,wi-fi,0.0
2019-10-09 06:18:00+00:00,25,57.27272727272727,0.5727272727272728,31.0,4111.227272727273,1388.0,True,wi-fi,0.0
2019-10-09 06:19:00+00:00,26,57.90909090909091,0.5790909090909091,31.0,4113.227272727273,1388.0,True,wi-fi,0.0
2019-10-09 06:20:00+00:00,27,58.45454545454545,0.5845454545454545,31.0,4115.318181818182,1386.0,True,wi-fi,0.0
2019-10-09 06:21:00+00:00,28,59.0,0.59,31.0,4117.681818181818,1386.0,True,wi-fi,0.0
2019-10-09 06:22:00+00:00,29,59.54545454545455,0.5954545454545455,31.0,4119.863636363636,1386.0,True,wi-fi,0.0
2019-10-09 06:23:00+00:00,30,60.09090909090909,0.600909090909091,31.0,4122.318181818182,1385.0,True,wi-fi,0.0
2019-10-09 06:24:00+00:00,31,60.54545454545455,0.6054545454545455,31.0,4124.681818181818,1385.0,True,wi-fi,0.0
2019-10-09 06:25:00+00:00,32,61.09090909090909,0.610909090909091,31.0,4126.227272727273,1385.0,True,wi-fi,0.0
2019-10-09 06:26:00+00:00,33,61.63636363636363,0.6163636363636363,31.0,4128.590909090909,1385.0,True,wi-fi,0.0
2019-10-09 06:27:00+00:00,34,62.18181818181818,0.6218181818181818,31.09090909090909,4131.318181818182,1383.0,True,wi-fi,0.0
2019-10-09 06:29:00+00:00,35,63.0,0.63,31.272727272727273,4136.454545454545,1377.0,True,wi-fi,0.0
2019-10-09 06:30:00+00:00,35,63.36363636363637,0.6336363636363637,31.363636363636363,4139.272727272727,1375.0,True,wi-fi,0.0
2019-10-09 06:32:00+00:00,36,64.0909090909091,0.640909090909091,31.545454545454547,4144.636363636364,1373.0,True,wi-fi,0.0
2019-10-09 06:33:00+00:00,37,64.54545454545455,0.6454545454545455,31.636363636363637,4147.0,1373.0,True,wi-fi,0.0
2019-10-09 06:34:00+00:00,37,64.9090909090909,0.649090909090909,31.727272727272727,4150.181818181818,1371.5,True,wi-fi,0.0
2019-10-09 06:35:00+00:00,37,65.27272727272727,0.6527272727272727,31.727272727272727,4153.363636363636,1370.5,True,wi-fi,0.0
2019-10-09 06:36:00+00:00,37,65.63636363636364,0.6563636363636364,31.727272727272727,4157.818181818182,1370.5,True,wi-fi,0.0
2019-10-09 06:37:00+00:00,38,66.0909090909091,0.6609090909090909,31.818181818181817,4161.363636363636,1370.5,True,wi-fi,0.0
2019-10-09 06:38:00+00:00,39,66.54545454545455,0.6654545454545455,31.818181818181817,4164.818181818182,1370.0,True,wi-fi,0.0
2019-10-09 06:39:00+00:00,40,67.0,0.67,31.818181818181817,4168.545454545455,1368.0,True,wi-fi,0.0
2019-10-09 06:40:00+00:00,41,67.45454545454545,0.6745454545454546,31.818181818181817,4172.272727272727,1368.0,True,wi-fi,0.0
2019-10-09 06:41:00+00:00,42,67.9090909090909,0.6790909090909091,31.818181818181817,4176.0,1368.0,True,wi-fi,0.0
2019-10-09 06:42:00+00:00,43,68.45454545454545,0.6845454545454546,31.818181818181817,4180.181818181818,1366.0,True,wi-fi,0.0
2019-10-09 06:43:00+00:00,44,68.9090909090909,0.6890909090909091,31.818181818181817,4184.181818181818,1366.0,True,wi-fi,0.0
2019-10-09 06:44:00+00:00,45,69.36363636363636,0.6936363636363636,31.727272727272727,4188.454545454545,1365.0,True,wi-fi,0.0
2019-10-09 06:45:00+00:00,46,69.81818181818181,0.6981818181818181,31.636363636363637,4192.181818181818,1363.5,True,wi-fi,0.0
2019-10-09 06:46:00+00:00,47,70.36363636363636,0.7036363636363636,31.636363636363637,4196.090909090909,1363.0,True,wi-fi,0.0
2019-10-09 06:47:00+00:00,48,70.81818181818181,0.7081818181818181,31.636363636363637,4200.363636363636,1361.0,True,wi-fi,0.0
2019-10-09 06:48:00+00:00,48,71.18181818181819,0.7118181818181819,31.545454545454547,4204.636363636364,1361.0,True,wi-fi,0.0
2019-10-09 06:50:00+00:00,49,72.0909090909091,0.7209090909090909,31.363636363636363,4214.0,1356.0,True,wi-fi,0.0
2019-10-09 06:51:00+00:00,50,72.54545454545455,0.7254545454545455,31.272727272727273,4218.727272727273,1352.0,True,wi-fi,0.0
2019-10-09 06:52:00+00:00,51,73.0,0.73,31.181818181818183,4223.545454545455,1351.0,True,wi-fi,0.0
2019-10-09 06:53:00+00:00,51,73.36363636363636,0.7336363636363636,31.09090909090909,4228.545454545455,1351.0,True,wi-fi,0.0
2019-10-09 06:54:00+00:00,52,73.81818181818181,0.7381818181818182,31.0,4233.363636363636,1349.0,True,wi-fi,0.0
2019-10-09 06:55:00+00:00,52,74.18181818181819,0.7418181818181818,31.0,4238.727272727273,1349.0,True,wi-fi,0.0
2019-10-09 06:56:00+00:00,53,74.63636363636364,0.7463636363636365,31.0,4243.909090909091,1349.0,True,wi-fi,0.0
2019-10-09 06:57:00+00:00,54,75.0909090909091,0.750909090909091,31.0,4249.272727272727,1349.0,True,wi-fi,0.0
2019-10-09 06:58:00+00:00,55,75.54545454545455,0.7554545454545455,31.0,4254.090909090909,1348.0,True,wi-fi,0.0
2019-10-09 06:59:00+00:00,56,76.0909090909091,0.760909090909091,31.0,4259.272727272727,1347.0,True,wi-fi,0.0
2019-10-09 07:00:00+00:00,57,76.54545454545455,0.7654545454545455,31.0,4264.181818181818,1347.0,True,wi-fi,0.0
2019-10-09 07:01:00+00:00,58,77.0909090909091,0.770909090909091,31.0,4269.454545454545,1346.0,True,wi-fi,0.0
2019-10-09 07:02:00+00:00,59,77.54545454545455,0.7754545454545455,31.0,4274.818181818182,1346.0,True,wi-fi,0.0
2019-10-09 07:03:00+00:00,60,78.0,0.78,31.0,4280.0,1344.5,True,wi-fi,0.0
2019-10-09 07:04:00+00:00,61,78.54545454545455,0.7854545454545455,31.0,4285.363636363636,1344.0,True,wi-fi,0.0
2019-10-09 07:05:00+00:00,62,79.0909090909091,0.7909090909090909,31.0,4290.818181818182,1342.0,True,wi-fi,0.0
2019-10-09 07:06:00+00:00,63,79.63636363636364,0.7963636363636364,31.0,4296.545454545455,1342.0,True,wi-fi,0.0
2019-10-09 07:07:00+00:00,64,80.0909090909091,0.8009090909090909,31.0,4301.727272727273,1341.0,True,wi-fi,0.0
2019-10-09 07:08:00+00:00,65,80.54545454545455,0.8054545454545454,31.0,4307.272727272727,1341.0,True,wi-fi,0.0
2019-10-09 07:09:00+00:00,66,81.0909090909091,0.8109090909090909,31.0,4313.181818181818,1339.0,True,wi-fi,0.0
2019-10-09 07:10:00+00:00,67,81.54545454545455,0.8154545454545454,31.0,4318.909090909091,1339.0,True,wi-fi,0.0
2019-10-09 07:11:00+00:00,68,82.0909090909091,0.8209090909090909,31.0,4324.545454545455,1339.0,True,wi-fi,0.0
2019-10-09 07:12:00+00:00,69,82.54545454545455,0.8254545454545454,31.0,4330.181818181818,1332.0,True,wi-fi,0.0
2019-10-09 07:13:00+00:00,70,83.0,0.83,31.0,4335.909090909091,1332.0,True,wi-fi,0.0
2019-10-09 07:14:00+00:00,71,83.54545454545455,0.8354545454545454,31.0,4342.090909090909,1329.0,True,wi-fi,0.0
2019-10-09 07:15:00+00:00,72,84.0909090909091,0.8409090909090909,31.0,4348.0,1329.0,True,wi-fi,0.0
2019-10-09 07:16:00+00:00,73,84.54545454545455,0.8454545454545455,31.0,4354.090909090909,1327.0,True,wi-fi,0.0
2019-10-09 07:17:00+00:00,74,85.0909090909091,0.850909090909091,31.0,4360.090909090909,1327.0,True,wi-fi,0.0
2019-10-09 07:18:00+00:00,75,85.63636363636364,0.8563636363636364,30.90909090909091,4366.181818181818,1320.5,True,wi-fi,0.0
2019-10-09 07:19:00+00:00,76,86.18181818181819,0.8618181818181818,30.818181818181817,4364.0,1320.0,True,wi-fi,0.0
2019-10-09 07:20:00+00:00,77,86.63636363636364,0.8663636363636364,30.636363636363637,4361.0,1320.0,True,wi-fi,0.0
2019-10-09 07:21:00+00:00,78,87.0909090909091,0.870909090909091,30.454545454545453,4357.727272727273,1319.0,True,wi-fi,0.0
2019-10-09 07:22:00+00:00,78,87.45454545454545,0.8745454545454545,30.272727272727273,4354.363636363636,1305.0,True,wi-fi,0.0
2019-10-09 07:23:00+00:00,78,87.81818181818181,0.8781818181818182,30.09090909090909,4350.545454545455,1268.0,True,wi-fi,0.0
2019-10-09 07:24:00+00:00,79,88.27272727272727,0.8827272727272727,29.90909090909091,4346.454545454545,652.0,True,wi-fi,0.0
2019-10-09 07:25:00+00:00,79,88.63636363636364,0.8863636363636364,29.727272727272727,4340.545454545455,651.0,True,wi-fi,0.0
2019-10-09 07:26:00+00:00,79,88.9090909090909,0.889090909090909,29.545454545454547,4336.272727272727,648.0,True,wi-fi,0.0
2019-10-09 07:27:00+00:00,79,89.18181818181819,0.8918181818181818,29.363636363636363,4331.272727272727,648.0,True,wi-fi,0.0
2019-10-09 07:28:00+00:00,79,89.45454545454545,0.8945454545454545,29.181818181818183,4326.045454545455,647.0,True,wi-fi,0.0
2019-10-09 07:29:00+00:00,79,89.72727272727273,0.8972727272727273,29.09090909090909,4321.227272727273,647.0,True,wi-fi,0.0
2019-10-09 07:30:00+00:00,79,89.9090909090909,0.899090909090909,28.90909090909091,4323.5,648.0,True,wi-fi,0.0
2019-10-09 07:31:00+00:00,79,90.0909090909091,0.9009090909090909,28.818181818181817,4326.045454545455,648.0,True,wi-fi,0.0
2019-10-09 07:32:00+00:00,79,90.27272727272727,0.9027272727272727,28.727272727272727,4328.954545454545,648.0,True,wi-fi,0.0
2019-10-09 07:33:00+00:00,79,90.54545454545455,0.9054545454545455,28.636363636363637,4331.590909090909,647.0,True,wi-fi,0.0
2019-10-09 07:34:00+00:00,79,90.81818181818181,0.9081818181818181,28.545454545454547,4335.045454545455,647.0,True,wi-fi,0.0
2019-10-09 07:35:00+00:00,79,91.0,0.91,28.454545454545453,4338.409090909091,646.0,True,wi-fi,0.0
2019-10-09 07:36:00+00:00,79,91.27272727272727,0.9127272727272726,28.363636363636363,4343.318181818182,647.0,True,wi-fi,0.0
2019-10-09 07:37:00+00:00,79,91.54545454545455,0.9154545454545455,28.272727272727273,4346.590909090909,648.0,True,wi-fi,0.0
2019-10-09 07:38:00+00:00,79,91.81818181818181,0.9181818181818181,28.181818181818183,4350.136363636364,646.0,True,wi-fi,0.0
2019-10-09 07:39:00+00:00,79,92.0,0.92,28.09090909090909,4353.818181818182,648.0,True,wi-fi,0.0
2019-10-09 07:40:00+00:00,79,92.27272727272727,0.9227272727272726,28.0,4356.636363636364,646.0,True,wi-fi,0.0
2019-10-09 07:41:00+00:00,79,92.54545454545455,0.9254545454545454,28.0,4360.545454545455,646.0,True,wi-fi,0.0
2019-10-09 07:42:00+00:00,79,92.86363636363636,0.9286363636363636,28.0,4364.772727272727,648.0,True,wi-fi,0.0
2019-10-09 07:43:00+00:00,79,93.22727272727273,0.9322727272727274,28.0,4368.409090909091,648.0,True,wi-fi,0.0
2019-10-09 07:44:00+00:00,79,93.5,0.935,28.0,4372.681818181818,648.0,True,wi-fi,0.0
2019-10-09 07:45:00+00:00,79,93.77272727272727,0.9377272727272726,28.0,4376.136363636364,646.0,True,wi-fi,0.0
2019-10-09 07:46:00+00:00,79,94.13636363636364,0.9413636363636364,28.0,4379.318181818182,646.0,True,wi-fi,0.0
2019-10-09 07:47:00+00:00,79,94.4090909090909,0.9440909090909091,28.0,4382.227272727273,646.0,True,wi-fi,0.0
2019-10-09 07:48:00+00:00,79,94.68181818181819,0.9468181818181819,28.0,4384.863636363636,646.0,True,wi-fi,0.0
2019-10-09 07:50:00+00:00,80,95.22727272727273,0.9522727272727274,28.0,4389.136363636364,622.0,True,wi-fi,0.0
2019-10-09 07:51:00+00:00,80,95.5,0.955,28.0,4391.0,619.0,True,wi-fi,0.0
2019-10-09 07:52:00+00:00,80,95.77272727272727,0.9577272727272726,28.0,4392.363636363636,604.0,True,wi-fi,0.0
2019-10-09 07:53:00+00:00,80,96.0,0.96,28.0,4393.409090909091,583.0,True,wi-fi,0.0
2019-10-09 07:54:00+00:00,80,96.18181818181819,0.9618181818181819,28.0,4394.5,565.0,True,wi-fi,0.0
2019-10-09 07:55:00+00:00,80,96.45454545454545,0.9645454545454545,28.0,4394.954545454545,551.0,True,wi-fi,0.0
2019-10-09 07:56:00+00:00,80,96.72727272727273,0.9672727272727273,28.0,4395.227272727273,534.0,True,wi-fi,0.0
2019-10-09 07:57:00+00:00,80,96.9090909090909,0.9690909090909091,27.90909090909091,4395.318181818182,521.0,True,wi-fi,0.0
2019-10-09 07:58:00+00:00,80,97.0909090909091,0.9709090909090909,27.818181818181817,4395.409090909091,507.0,True,wi-fi,0.0
2019-10-09 07:59:00+00:00,80,97.27272727272727,0.9727272727272727,27.727272727272727,4395.409090909091,495.0,True,wi-fi,0.0
2019-10-09 08:00:00+00:00,80,97.45454545454545,0.9745454545454545,27.636363636363637,4395.318181818182,482.0,True,wi-fi,0.0
2019-10-09 08:01:00+00:00,80,97.63636363636364,0.9763636363636364,27.545454545454547,4385.954545454545,468.0,True,wi-fi,0.0
2019-10-09 08:02:00+00:00,80,97.72727272727273,0.9772727272727273,27.454545454545453,4377.0,453.0,True,wi-fi,0.0
2019-10-09 08:03:00+00:00,80,97.81818181818181,0.9781818181818182,27.363636363636363,4367.727272727273,440.0,True,wi-fi,0.0
2019-10-09 08:04:00+00:00,80,97.9090909090909,0.979090909090909,27.272727272727273,4358.363636363636,428.0,True,wi-fi,0.0
2019-10-09 08:05:00+00:00,80,98.0,0.98,27.181818181818183,4349.0,415.5,True,wi-fi,0.0
2019-10-09 08:06:00+00:00,80,98.0,0.98,27.090909090909093,4339.636363636364,222.5,True,wi-fi,0.0
2019-10-09 08:07:00+00:00,80,98.0,0.98,27.0,4330.272727272727,29.5,False,wi-fi,0.0
2019-10-09 08:08:00+00:00,80,98.0,0.98,27.0,4321.0,27.5,False,wi-fi,0.0
2019-10-09 08:09:00+00:00,80,98.0,0.98,27.0,4311.636363636364,26.0,False,wi-fi,0.0
2019-10-09 08:10:00+00:00,80,98.0,0.98,27.0,4302.272727272727,26.0,False,wi-fi,0.0
2019-10-09 08:11:00+00:00,80,98.0,0.98,26.90909090909091,4293.181818181818,24.0,False,wi-fi,0.0
2019-10-09 08:12:00+00:00,80,98.0,0.98,26.818181818181817,4293.363636363636,22.0,False,wi-fi,0.0
2019-10-09 08:13:00+00:00,80,98.0,0.98,26.727272727272727,4293.545454545455,22.0,False,wi-fi,0.0
2019-10-09 08:14:00+00:00,80,98.0,0.98,26.636363636363637,4293.727272727273,20.0,False,wi-fi,0.0
2019-10-09 08:15:00+00:00,80,98.0,0.98,26.545454545454547,4293.909090909091,20.0,False,wi-fi,0.0
2019-10-09 08:16:00+00:00,80,98.0,0.98,26.454545454545453,4294.090909090909,20.0,False,wi-fi,0.0
2019-10-09 08:17:00+00:00,80,98.0,0.98,26.363636363636363,4294.272727272727,20.0,False,wi-fi,0.0
2019-10-09 08:18:00+00:00,80,98.0,0.98,26.272727272727273,4294.454545454545,20.0,False,wi-fi,0.0
2019-10-09 08:19:00+00:00,80,98.0,0.98,26.181818181818183,4294.636363636364,20.0,False,wi-fi,0.0
2019-10-09 08:20:00+00:00,80,98.0,0.98,26.09090909090909,4294.818181818182,20.0,False,wi-fi,0.0
2019-10-09 08:21:00+00:00,80,98.0,0.98,26.0,4294.454545454545,20.0,False,wi-fi,0.0
2019-10-09 08:22:00+00:00,80,98.0,0.98,26.0,4293.909090909091,20.0,False,wi-fi,0.0
2019-10-09 08:23:00+00:00,80,98.0,0.98,26.0,4293.363636363636,20.0,False,wi-fi,0.0
2019-10-09 08:24:00+00:00,80,98.0,0.98,25.90909090909091,4292.272727272727,20.0,False,wi-fi,0.0
2019-10-09 08:25:00+00:00,80,98.0,0.98,25.818181818181817,4291.181818181818,20.0,False,wi-fi,0.0
2019-10-09 08:26:00+00:00,80,98.0,0.98,25.727272727272727,4290.090909090909,20.0,False,wi-fi,0.0
2019-10-09 08:27:00+00:00,80,98.0,0.98,25.636363636363637,4289.0,20.0,False,wi-fi,0.0
2019-10-09 08:28:00+00:00,80,98.0,0.98,25.545454545454547,4287.909090909091,20.0,False,wi-fi,0.0
2019-10-09 08:29:00+00:00,80,98.0,0.98,25.454545454545453,4286.818181818182,20.0,False,wi-fi,0.0
2019-10-09 08:30:00+00:00,80,98.0,0.98,25.363636363636363,4285.727272727273,20.0,False,wi-fi,0.0
2019-10-09 08:31:00+00:00,80,98.0,0.98,25.272727272727273,4281.727272727273,21.0,False,wi-fi,0.0
2019-10-09 08:32:00+00:00,80,98.0,0.98,25.181818181818183,4278.272727272727,21.0,False,wi-fi,0.0
2019-10-09 08:33:00+00:00,80,98.0,0.98,25.09090909090909,4274.818181818182,22.0,False,wi-fi,0.0
2019-10-09 08:34:00+00:00,80,98.0,0.98,25.0,4271.363636363636,24.0,False,wi-fi,0.0
2019-10-09 08:35:00+00:00,80,98.0,0.98,25.0,4268.454545454545,25.0,False,wi-fi,0.0
2019-10-09 08:36:00+00:00,80,98.0,0.98,25.0,4265.545454545454,25.5,False,wi-fi,0.0
2019-10-09 08:37:00+00:00,80,98.0,0.98,25.0,4262.636363636364,26.0,False,wi-fi,0.0
2019-10-09 08:38:00+00:00,80,98.0,0.98,25.0,4259.727272727273,26.0,False,wi-fi,0.0
2019-10-09 08:39:00+00:00,80,98.0,0.98,25.0,4256.818181818182,26.0,False,wi-fi,0.0
2019-10-09 08:40:00+00:00,80,98.0,0.98,25.0,4253.909090909091,26.0,False,wi-fi,0.0
2019-10-09 08:41:00+00:00,80,98.0,0.98,25.0,4253.636363636364,26.0,False,wi-fi,0.0
2019-10-09 08:42:00+00:00,80,98.0,0.98,25.0,4256.272727272727,26.0,False,wi-fi,0.0
2019-10-09 08:43:00+00:00,80,98.0,0.98,25.0,4258.909090909091,26.0,False,wi-fi,0.0
2019-10-09 08:44:00+00:00,80,98.0,0.98,25.0,4261.545454545455,26.0,False,wi-fi,0.0
2019-10-09 08:45:00+00:00,80,98.0,0.98,25.0,4264.181818181818,26.0,False,wi-fi,0.0
2019-10-09 08:46:00+00:00,80,98.0,0.98,25.0,4266.818181818182,26.0,False,wi-fi,0.0
2019-10-09 08:47:00+00:00,80,98.0,0.98,25.0,4268.454545454545,26.0,False,wi-fi,0.0
2019-10-09 08:48:00+00:00,80,98.0,0.98,25.0,4270.090909090909,26.0,False,wi-fi,0.0
2019-10-09 08:49:00+00:00,80,98.0,0.98,25.0,4271.727272727273,26.0,False,wi-fi,0.0
2019-10-09 08:50:00+00:00,80,98.0,0.98,25.0,4273.363636363636,26.0,False,wi-fi,0.0
2019-10-09 08:51:00+00:00,80,98.0,0.98,25.0,4275.363636363636,26.0,False,wi-fi,0.0
2019-10-09 08:52:00+00:00,80,98.0,0.98,25.0,4274.727272727273,26.0,False,wi-fi,0.0
2019-10-09 08:53:00+00:00,80,98.0,0.98,25.0,4274.090909090909,26.0,False,wi-fi,0.0
2019-10-09 08:54:00+00:00,80,98.0,0.98,25.0,4273.454545454545,26.0,False,wi-fi,0.0
2019-10-09 08:55:00+00:00,80,98.0,0.98,25.0,4272.818181818182,26.0,False,wi-fi,0.0
2019-10-09 08:56:00+00:00,80,98.0,0.98,25.0,4272.181818181818,26.0,False,wi-fi,0.0
2019-10-09 08:57:00+00:00,80,98.0,0.98,25.0,4271.545454545455,26.0,False,wi-fi,0.0
2019-10-09 08:58:00+00:00,80,98.0,0.98,25.0,4271.909090909091,26.0,False,wi-fi,0.0
2019-10-09 08:59:00+00:00,80,98.0,0.98,25.0,4272.272727272727,26.0,False,wi-fi,0.0
2019-10-09 09:00:00+00:00,80,98.0,0.98,25.0,4272.636363636364,26.0,False,wi-fi,0.0
2019-10-09 09:01:00+00:00,80,98.0,0.98,25.0,4272.181818181818,26.0,False,wi-fi,0.0
2019-10-09 09:02:00+00:00,80,98.0,0.98,25.0,4271.363636363636,26.0,False,wi-fi,0.0
2019-10-09 09:03:00+00:00,80,98.0,0.98,25.0,4270.545454545455,26.0,False,wi-fi,0.0
2019-10-09 09:04:00+00:00,80,98.0,0.98,25.0,4269.727272727273,26.0,False,wi-fi,0.0
2019-10-09 09:05:00+00:00,80,98.0,0.98,25.0,4268.909090909091,26.0,False,wi-fi,0.0
2019-10-09 09:06:00+00:00,80,98.0,0.98,25.0,4268.090909090909,26.0,False,wi-fi,0.0
2019-10-09 09:07:00+00:00,80,98.0,0.98,25.0,4267.272727272727,26.0,False,wi-fi,0.0
2019-10-09 09:08:00+00:00,80,98.0,0.98,25.0,4266.454545454545,26.0,False,wi-fi,0.0
2019-10-09 09:09:00+00:00,80,98.0,0.98,25.0,4265.636363636364,25.0,False,wi-fi,0.0
2019-10-09 09:10:00+00:00,80,98.0,0.98,25.0,4264.818181818182,25.0,False,wi-fi,0.0
2019-10-09 09:11:00+00:00,80,98.0,0.98,25.0,4264.454545454545,25.0,False,wi-fi,0.0
2019-10-09 09:12:00+00:00,80,98.0,0.98,25.0,4264.909090909091,25.0,False,wi-fi,0.0
2019-10-09 09:13:00+00:00,80,98.0,0.98,25.0,4265.363636363636,25.0,False,wi-fi,0.0
2019-10-09 09:14:00+00:00,80,98.0,0.98,25.0,4265.818181818182,25.0,False,wi-fi,0.0
