segment_id,start_utc,end_utc,minutes,soc_start_pct,soc_end_pct,soc_drop_pct,temp_mean_C,screen_on_ratio,net_mode
536,2019-10-16 12:24:00+00:00,2019-10-17 03:38:00+00:00,915,61.09090909090909,9.090909090909092,52.0,30.097063054678944,0.0011037527593818985,none
376,2019-10-14 08:18:00+00:00,2019-10-14 14:20:00+00:00,363,42.54545454545455,10.545454545454545,32.0,27.981097148014282,0.0,wi-fi
187,2019-10-11 12:25:00+00:00,2019-10-11 17:47:00+00:00,323,65.77777777777777,37.18181818181818,28.595959595959584,31.8817491358974,0.0,mobile
247,2019-10-12 07:10:00+00:00,2019-10-12 10:05:00+00:00,176,95.875,69.0909090909091,26.784090909090907,33.87400737021376,0.029069767441860465,mobile
581,2019-10-17 08:04:00+00:00,2019-10-17 15:28:00+00:00,445,30.181818181818183,4.545454545454546,25.636363636363633,31.21879468845761,0.0044943820224719105,mobile
249,2019-10-12 10:47:00+00:00,2019-10-12 13:48:00+00:00,182,57.81818181818183,35.81818181818182,22.000000000000004,33.36193806193806,0.0,none
290,2019-10-13 05:50:00+00:00,2019-10-13 08:45:00+00:00,176,20.555555555555557,1.6363636363636365,18.91919191919192,32.6757722574583,0.01744186046511628,none
684,2019-10-18 07:45:00+00:00,2019-10-18 11:21:00+00:00,217,51.272727272727266,33.0,18.27272727272727,31.32702271372039,0.0,mobile
465,2019-10-15 03:31:00+00:00,2019-10-15 06:43:00+00:00,193,86.0,68.0,17.999999999999993,29.919220466105493,0.0,mobile
289,2019-10-13 03:12:00+00:00,2019-10-13 05:21:00+00:00,130,38.36363636363637,22.0,16.363636363636367,31.785825591075586,0.0,wi-fi
-1,2019-10-09 05:49:00+00:00,2019-10-09 09:14:00+00:00,206,17.625,1.5454545454545454,16.079545454545453,29.787143455416967,0.0,mobile
534,2019-10-16 07:15:00+00:00,2019-10-16 10:03:00+00:00,169,94.18181818181819,78.33333333333333,15.848484848484857,31.051499211725776,0.0375,mobile
288,2019-10-13 01:37:00+00:00,2019-10-13 02:55:00+00:00,79,58.36363636363636,43.18181818181818,15.18181818181818,33.19069055944056,0.0,mobile
136,2019-10-10 15:00:00+00:00,2019-10-10 17:02:00+00:00,123,70.0,55.50000000000001,14.499999999999991,32.666697623740305,0.0,wi-fi
470,2019-10-15 14:10:00+00:00,2019-10-15 16:17:00+00:00,128,43.27272727272727,28.999999999999996,14.272727272727275,31.533743736578383,0.0,mobile
623,2019-10-17 19:32:00+00:00,2019-10-18 03:47:00+00:00,496,18.545454545454547,5.636363636363637,12.909090909090908,30.119015762463345,0.0020161290322580645,none
374,2019-10-14 04:33:00+00:00,2019-10-14 06:42:00+00:00,130,64.0,52.0,12.0,29.571817175072987,0.0,mobile
184,2019-10-11 07:17:00+00:00,2019-10-11 09:59:00+00:00,163,91.85714285714286,82.5,9.357142857142865,29.57822870431257,0.02531645569620253,mobile
621,2019-10-17 16:18:00+00:00,2019-10-17 17:17:00+00:00,60,42.90909090909091,33.63636363636363,9.272727272727277,34.503787878787875,0.0,mobile
466,2019-10-15 07:06:00+00:00,2019-10-15 08:54:00+00:00,109,66.14285714285714,56.99999999999999,9.142857142857142,31.21827816169559,0.0,mobile
135,2019-10-10 11:11:00+00:00,2019-10-10 13:16:00+00:00,126,91.0,82.27272727272727,8.727272727272739,28.515756545042255,0.0,mobile
683,2019-10-18 04:54:00+00:00,2019-10-18 07:28:00+00:00,155,63.45454545454545,54.81818181818182,8.636363636363631,31.287419354838704,0.0,wi-fi
250,2019-10-12 14:06:00+00:00,2019-10-12 16:02:00+00:00,117,32.77272727272727,24.227272727272727,8.545454545454549,31.150621600621598,0.0,mobile
579,2019-10-17 04:51:00+00:00,2019-10-17 06:56:00+00:00,126,50.09090909090909,42.18181818181818,7.909090909090915,31.381168831168832,0.023809523809523808,mobile
468,2019-10-15 11:18:00+00:00,2019-10-15 12:20:00+00:00,63,64.28571428571429,56.636363636363626,7.649350649350661,31.572480759980753,0.12698412698412698,mobile
62,2019-10-10 06:27:00+00:00,2019-10-10 07:58:00+00:00,92,22.375,16.0,6.375,27.584286812221595,0.0,wi-fi
