device_id,segment_id,log_r,r,scr,net_wifi,net_mobile,T0,timestamp
352944080639365,-1,-3.419546520330325,0.032727272727273604,0,0,0,-5.172727272727272,2019-10-09 05:50:00+00:00
352944080639365,-1,-3.131864447878549,0.043636363636364583,0,0,0,-5.1636363636363605,2019-10-09 05:51:00+00:00
352944080639365,-1,-2.908720896564367,0.05454545454545423,0,0,0,-5.063636363636359,2019-10-09 05:52:00+00:00
352944080639365,-1,-2.954183270641112,0.05212121212121246,0,0,0,-4.927272727272722,2019-10-09 05:53:00+00:00
352944080639365,-1,-2.9495428910846075,0.052363636363636834,0,0,0,-4.809090909090909,2019-10-09 05:54:00+00:00
352944080639365,-1,-2.908720896564367,0.05454545454545423,0,0,0,-4.711363636363636,2019-10-09 05:55:00+00:00
352944080639365,-1,-2.9087208965643794,0.054545454545453564,0,0,0,-4.613636363636363,2019-10-09 05:56:00+00:00
352944080639365,-1,-2.908720896564355,0.0545454545454549,0,0,0,-4.515909090909098,2019-10-09 05:57:00+00:00
352944080639365,-1,-2.908720896564367,0.05454545454545423,0,0,0,-4.4181818181818215,2019-10-09 05:58:00+00:00
352944080639365,-1,-3.1318644478785798,0.04363636363636325,0,0,0,-4.336363636363636,2019-10-09 05:59:00+00:00
352944080639365,-1,-3.419546520330366,0.03272727272727227,0,0,0,-4.2545454545454575,2019-10-09 06:00:00+00:00
352944080639365,-1,-3.82501162843851,0.02181818181818196,0,0,0,-4.1727272727272755,2019-10-09 06:01:00+00:00
352944080639365,-1,-4.5181588089984555,0.01090909090909098,0,0,0,-4.109090909090909,2019-10-09 06:02:00+00:00
352944080639365,-1,-4.518158808998394,0.010909090909091645,0,0,0,-4.59090909090909,2019-10-09 06:53:00+00:00
352944080639365,-1,-3.8250116284385403,0.021818181818181293,0,0,0,-4.618181818181821,2019-10-09 06:54:00+00:00
352944080639365,-1,-3.419546520330325,0.032727272727273604,0,0,0,-4.636363636363637,2019-10-09 06:55:00+00:00
352944080639365,-1,-3.1318644478785647,0.04363636363636392,0,0,0,-4.645454545454552,2019-10-09 06:56:00+00:00
352944080639365,-1,-2.908720896564355,0.0545454545454549,0,0,0,-4.6545454545454525,2019-10-09 06:57:00+00:00
352944080639365,-1,-2.908720896564367,0.05454545454545423,0,0,0,-4.6636363636363605,2019-10-09 06:58:00+00:00
352944080639365,-1,-2.908720896564367,0.05454545454545423,0,0,0,-4.690909090909091,2019-10-09 06:59:00+00:00
352944080639365,-1,-2.9087208965643794,0.054545454545453564,0,0,0,-4.727272727272723,2019-10-09 07:00:00+00:00
352944080639365,-1,-2.908720896564367,0.05454545454545423,0,0,0,-4.772727272727273,2019-10-09 07:01:00+00:00
352944080639365,-1,-2.908720896564367,0.05454545454545423,0,0,0,-4.818181818181817,2019-10-09 07:02:00+00:00
352944080639365,-1,-2.908720896564367,0.05454545454545423,0,0,0,-4.872727272727275,2019-10-09 07:03:00+00:00
352944080639365,-1,-3.131864447878549,0.043636363636364583,0,0,0,-4.927272727272722,2019-10-09 07:04:00+00:00
352944080639365,-1,-3.4195465203303455,0.03272727272727294,0,0,0,-4.981818181818184,2019-10-09 07:05:00+00:00
352944080639365,-1,-3.82501162843851,0.02181818181818196,0,0,0,-5.027272727272724,2019-10-09 07:06:00+00:00
352944080639365,-1,-4.5181588089984555,0.01090909090909098,0,0,0,-5.0727272727272705,2019-10-09 07:07:00+00:00
352944080639365,-1,-4.518158808998394,0.010909090909091645,0,0,0,-4.827272727272728,2019-10-09 07:51:00+00:00
352944080639365,-1,-3.8250116284385403,0.021818181818181293,0,0,0,-4.800000000000001,2019-10-09 07:52:00+00:00
352944080639365,-1,-3.419546520330366,0.03272727272727227,0,0,0,-4.781818181818188,2019-10-09 07:53:00+00:00
352944080639365,-1,-3.1318644478785647,0.04363636363636392,0,0,0,-4.7545454545454575,2019-10-09 07:54:00+00:00
352944080639365,-1,-2.908720896564355,0.0545454545454549,0,0,0,-4.727272727272723,2019-10-09 07:55:00+00:00
352944080639365,-1,-2.908720896564367,0.05454545454545423,0,0,0,-4.709090909090911,2019-10-09 07:56:00+00:00
352944080639365,-1,-2.908720896564367,0.05454545454545423,0,0,0,-4.690909090909091,2019-10-09 07:57:00+00:00
352944080639365,-1,-2.908720896564355,0.0545454545454549,0,0,0,-4.672727272727272,2019-10-09 07:58:00+00:00
352944080639365,-1,-2.908720896564367,0.05454545454545423,0,0,0,-4.6636363636363605,2019-10-09 07:59:00+00:00
352944080639365,-1,-2.908720896564367,0.05454545454545423,0,0,0,-4.6636363636363605,2019-10-09 08:00:00+00:00
352944080639365,-1,-2.9087208965643794,0.054545454545453564,0,0,0,-4.6636363636363605,2019-10-09 08:01:00+00:00
352944080639365,-1,-3.1318644478785647,0.04363636363636392,0,0,0,-4.6727272727272755,2019-10-09 08:02:00+00:00
352944080639365,-1,-3.419546520330366,0.03272727272727227,0,0,0,-4.681818181818183,2019-10-09 08:03:00+00:00
352944080639365,-1,-3.8250116284385403,0.021818181818181293,0,0,0,-4.699999999999999,2019-10-09 08:04:00+00:00
352944080639365,-1,-4.518158808998516,0.010909090909090313,0,0,0,-4.718181818181815,2019-10-09 08:05:00+00:00
352944080639365,-1,-4.518158808998333,0.010909090909092312,0,0,0,-5.436363636363637,2019-10-09 09:16:00+00:00
352944080639365,-1,-3.82501162843851,0.02181818181818196,0,0,0,-5.454545454545453,2019-10-09 09:17:00+00:00
352944080639365,-1,-3.4195465203303455,0.03272727272727294,0,0,0,-5.463636363636365,2019-10-09 09:18:00+00:00
352944080639365,-1,-3.131864447878549,0.043636363636364583,0,0,0,-5.481818181818184,2019-10-09 09:19:00+00:00
352944080639365,-1,-2.9087208965643425,0.05454545454545556,0,0,0,-5.481818181818184,2019-10-09 09:20:00+00:00
352944080639365,-1,-2.908720896564367,0.05454545454545423,0,0,0,-5.463636363636365,2019-10-09 09:21:00+00:00
352944080639365,-1,-2.908720896564367,0.05454545454545423,0,0,0,-5.445454545454549,2019-10-09 09:22:00+00:00
352944080639365,-1,-2.908720896564355,0.0545454545454549,0,0,0,-5.427272727272733,2019-10-09 09:23:00+00:00
352944080639365,-1,-2.908720896564367,0.05454545454545423,0,0,0,-5.40909090909091,2019-10-09 09:24:00+00:00
352944080639365,-1,-2.908720896564367,0.05454545454545423,0,0,0,-5.399999999999999,2019-10-09 09:25:00+00:00
352944080639365,-1,-2.9087208965643794,0.054545454545453564,0,0,0,-5.399999999999999,2019-10-09 09:26:00+00:00
352944080639365,-1,-3.1318644478785647,0.04363636363636392,0,0,0,-5.40909090909091,2019-10-09 09:27:00+00:00
352944080639365,-1,-3.419546520330366,0.03272727272727227,0,0,0,-5.4181818181818215,2019-10-09 09:28:00+00:00
352944080639365,-1,-3.8250116284385403,0.021818181818181293,0,0,0,-5.427272727272722,2019-10-09 09:29:00+00:00
352944080639365,-1,-4.518158808998516,0.010909090909090313,0,0,0,-5.436363636363637,2019-10-09 09:30:00+00:00
352944080639365,-1,-4.518158808998333,0.010909090909092312,0,0,0,-5.354545454545452,2019-10-09 10:36:00+00:00
352944080639365,-1,-3.82501162843851,0.02181818181818196,0,0,0,-5.3454545454545475,2019-10-09 10:37:00+00:00
352944080639365,-1,-3.419546520330325,0.032727272727273604,0,0,0,-5.336363636363636,2019-10-09 10:38:00+00:00
352944080639365,-1,-3.131864447878549,0.043636363636364583,0,0,0,-5.336363636363636,2019-10-09 10:39:00+00:00
352944080639365,-1,-2.9087208965643425,0.05454545454545556,0,0,0,-5.336363636363636,2019-10-09 10:40:00+00:00
352944080639365,-1,-2.9087208965643794,0.054545454545453564,0,0,0,-5.336363636363636,2019-10-09 10:41:00+00:00
352944080639365,-1,-2.908720896564355,0.0545454545454549,0,0,0,-5.336363636363636,2019-10-09 10:42:00+00:00
352944080639365,-1,-2.908720896564367,0.05454545454545423,0,0,0,-5.336363636363636,2019-10-09 10:43:00+00:00
352944080639365,-1,-2.908720896564367,0.05454545454545423,0,0,0,-5.336363636363636,2019-10-09 10:44:00+00:00
352944080639365,-1,-2.9087208965643794,0.054545454545453564,0,0,0,-5.336363636363636,2019-10-09 10:45:00+00:00
352944080639365,-1,-2.908720896564367,0.05454545454545423,0,0,0,-5.327272727272721,2019-10-09 10:46:00+00:00
352944080639365,-1,-3.1318644478785798,0.04363636363636325,0,0,0,-5.318181818181817,2019-10-09 10:47:00+00:00
352944080639365,-1,-3.419546520330366,0.03272727272727227,0,0,0,-5.300000000000001,2019-10-09 10:48:00+00:00
352944080639365,-1,-3.8250116284385403,0.021818181818181293,0,0,0,-5.281818181818188,2019-10-09 10:49:00+00:00
352944080639365,-1,-4.5181588089984555,0.01090909090909098,0,0,0,-5.2636363636363654,2019-10-09 10:50:00+00:00
352944080639365,-1,-4.5181588089984555,0.01090909090909098,0,0,0,-5.1545454545454525,2019-10-09 12:06:00+00:00
352944080639365,-1,-3.82501162843851,0.02181818181818196,0,0,0,-5.15909090909091,2019-10-09 12:07:00+00:00
352944080639365,-1,-3.419546520330325,0.032727272727273604,0,0,0,-5.1681818181818215,2019-10-09 12:08:00+00:00
352944080639365,-1,-3.131864447878549,0.043636363636364583,0,0,0,-5.186363636363637,2019-10-09 12:09:00+00:00
352944080639365,-1,-2.908720896564367,0.05454545454545423,0,0,0,-5.204545454545453,2019-10-09 12:10:00+00:00
352944080639365,-1,-2.908720896564355,0.0545454545454549,0,0,0,-5.231818181818184,2019-10-09 12:11:00+00:00
352944080639365,-1,-2.908720896564355,0.0545454545454549,0,0,0,-5.2590909090909115,2019-10-09 12:12:00+00:00
352944080639365,-1,-2.908720896564367,0.05454545454545423,0,0,0,-5.281818181818188,2019-10-09 12:13:00+00:00
352944080639365,-1,-2.9087208965643794,0.054545454545453564,0,0,0,-5.309090909090909,2019-10-09 12:14:00+00:00
352944080639365,-1,-2.908720896564355,0.0545454545454549,0,0,0,-5.322727272727267,2019-10-09 12:15:00+00:00
352944080639365,-1,-2.908720896564367,0.05454545454545423,0,0,0,-5.3227272727272705,2019-10-09 12:16:00+00:00
352944080639365,-1,-3.1318644478785798,0.04363636363636325,0,0,0,-5.313636363636359,2019-10-09 12:17:00+00:00
352944080639365,-1,-3.419546520330366,0.03272727272727227,0,0,0,-5.290909090909089,2019-10-09 12:18:00+00:00
352944080639365,-1,-3.82501162843851,0.02181818181818196,0,0,0,-5.2545454545454575,2019-10-09 12:19:00+00:00
352944080639365,-1,-4.5181588089984555,0.01090909090909098,0,0,0,-5.227272727272723,2019-10-09 12:20:00+00:00
352944080639365,-1,-4.5181588089984555,0.01090909090909098,0,0,0,-5.11363636363636,2019-10-09 13:02:00+00:00
352944080639365,-1,-3.8250116284384794,0.021818181818182625,0,0,0,-5.0954545454545475,2019-10-09 13:03:00+00:00
