segment_id,start_utc,end_utc,minutes,soc_start_pct,soc_end_pct,soc_drop_pct,temp_mean_C,screen_on_ratio,net_mode
246,2019-10-15 05:32:00+00:00,2019-10-16 17:36:00+00:00,2165,47.18181818181818,1.0,46.18181818181818,26.16091407309652,0.0,wi-fi
202,2019-10-12 10:47:00+00:00,2019-10-14 04:49:00+00:00,2523,88.45454545454545,60.0,28.454545454545453,27.414492112409604,0.0,none
-1,2019-10-09 05:45:00+00:00,2019-10-10 06:39:00+00:00,1495,37.0,15.0,22.0,27.269558774558774,0.0,none
108,2019-10-11 15:10:00+00:00,2019-10-12 05:18:00+00:00,849,49.63636363636363,35.0,14.636363636363637,29.111444869309203,0.0,none
245,2019-10-14 18:27:00+00:00,2019-10-15 04:26:00+00:00,600,61.27272727272728,52.0,9.272727272727277,26.511378787878787,0.0,wi-fi
307,2019-10-17 16:45:00+00:00,2019-10-18 03:44:00+00:00,660,80.27272727272727,73.9090909090909,6.36363636363636,29.379876033057858,0.0,none
109,2019-10-12 05:52:00+00:00,2019-10-12 09:07:00+00:00,196,32.18181818181818,28.363636363636363,3.818181818181815,30.681006493506494,0.0,wi-fi
107,2019-10-11 11:12:00+00:00,2019-10-11 14:19:00+00:00,188,61.0,57.63636363636363,3.3636363636363686,28.152852998065768,0.0,wi-fi
311,2019-10-18 08:40:00+00:00,2019-10-18 09:51:00+00:00,72,50.36363636363637,48.63636363636363,1.7272727272727328,28.719318181818178,0.0,none
205,2019-10-14 07:39:00+00:00,2019-10-14 08:47:00+00:00,69,47.0,45.81818181818182,1.1818181818181783,29.196640316205528,0.0,none
310,2019-10-18 07:23:00+00:00,2019-10-18 07:56:00+00:00,34,56.00000000000001,54.90909090909091,1.090909090909098,28.328877005347596,0.0,none
105,2019-10-11 07:46:00+00:00,2019-10-11 09:07:00+00:00,82,73.0,71.9090909090909,1.0909090909090868,22.92732815964523,0.0,wi-fi
306,2019-10-17 11:02:00+00:00,2019-10-17 15:25:00+00:00,264,88.0,87.0,1.0000000000000009,31.90327134986226,0.0,none
203,2019-10-14 05:21:00+00:00,2019-10-14 05:40:00+00:00,20,57.99999999999999,56.99999999999999,1.0000000000000009,28.73613636363636,0.0,wi-fi
312,2019-10-18 10:56:00+00:00,2019-10-18 12:06:00+00:00,71,38.0,37.18181818181818,0.8181818181818179,30.626184379001277,0.0,none
308,2019-10-18 04:55:00+00:00,2019-10-18 05:24:00+00:00,30,66.27272727272727,65.72727272727273,0.5454545454545268,32.913939393939394,0.0,none
106,2019-10-11 10:17:00+00:00,2019-10-11 10:48:00+00:00,32,63.36363636363637,62.90909090909091,0.454545454545463,28.182954545454546,0.0,wi-fi
309,2019-10-18 06:01:00+00:00,2019-10-18 06:24:00+00:00,24,62.0,61.63636363636363,0.363636363636366,28.71628787878788,0.0,none
104,2019-10-10 08:53:00+00:00,2019-10-11 05:29:00+00:00,1237,89.9090909090909,89.63636363636364,0.27272727272726893,27.247198133313734,0.1463217461600647,wi-fi
204,2019-10-14 06:13:00+00:00,2019-10-14 06:15:00+00:00,3,54.81818181818182,54.63636363636364,0.181818181818183,29.7030303030303,0.0,wi-fi
103,2019-10-10 08:51:00+00:00,2019-10-10 08:52:00+00:00,2,89.0909090909091,89.45454545454545,-0.3636363636363549,28.75,1.0,wi-fi
216,2019-10-14 17:54:00+00:00,2019-10-14 17:55:00+00:00,2,43.81818181818182,44.18181818181818,-0.3636363636363549,30.613636363636363,1.0,wi-fi
358,2019-10-18 13:17:00+00:00,2019-10-18 13:18:00+00:00,2,70.72727272727273,71.0909090909091,-0.3636363636363549,35.21818181818182,1.0,none
219,2019-10-14 17:59:00+00:00,2019-10-14 18:00:00+00:00,2,45.81818181818182,46.18181818181818,-0.3636363636363604,30.556818181818183,1.0,wi-fi
252,2019-10-17 06:12:00+00:00,2019-10-17 06:13:00+00:00,2,11.181818181818182,11.545454545454545,-0.3636363636363632,33.29545454545455,1.0,none
250,2019-10-17 06:09:00+00:00,2019-10-17 06:10:00+00:00,2,9.909090909090908,10.272727272727273,-0.363636363636366,33.513636363636365,1.0,none
304,2019-10-17 09:40:00+00:00,2019-10-17 09:41:00+00:00,2,84.0,84.36363636363636,-0.363636363636366,35.122727272727275,1.0,none
316,2019-10-18 12:22:00+00:00,2019-10-18 12:23:00+00:00,2,42.68181818181818,43.04545454545455,-0.363636363636366,33.768181818181816,1.0,none
318,2019-10-18 12:25:00+00:00,2019-10-18 12:26:00+00:00,2,43.90909090909091,44.27272727272727,-0.363636363636366,33.877272727272725,1.0,none
320,2019-10-18 12:30:00+00:00,2019-10-18 12:31:00+00:00,2,45.90909090909091,46.27272727272727,-0.363636363636366,34.013636363636365,1.0,none
322,2019-10-18 12:37:00+00:00,2019-10-18 12:38:00+00:00,2,48.63636363636363,49.0,-0.363636363636366,34.28636363636364,1.0,none
359,2019-10-18 13:20:00+00:00,2019-10-18 13:24:00+00:00,5,71.6,72.0,-0.40000000000000036,33.82231349206349,0.0,none
267,2019-10-17 07:39:00+00:00,2019-10-17 07:41:00+00:00,3,43.40909090909091,43.95454545454545,-0.5454545454545434,32.10606060606061,1.0,none
247,2019-10-17 05:52:00+00:00,2019-10-17 05:55:00+00:00,4,3.3333333333333335,3.909090909090909,-0.575757575757576,32.398181818181826,1.0,none
201,2019-10-12 10:43:00+00:00,2019-10-12 10:45:00+00:00,3,87.18181818181819,87.9090909090909,-0.7272727272727209,35.18484848484849,1.0,wi-fi
207,2019-10-14 17:29:00+00:00,2019-10-14 17:31:00+00:00,3,34.09090909090909,34.81818181818182,-0.7272727272727264,28.403030303030306,1.0,wi-fi
319,2019-10-18 12:27:00+00:00,2019-10-18 12:29:00+00:00,3,44.72727272727273,45.45454545454545,-0.7272727272727264,33.943939393939395,1.0,none
