segment_id,start_utc,end_utc,minutes,soc_start_pct,soc_end_pct,soc_drop_pct,temp_mean_C,screen_on_ratio,net_mode
83,2019-10-11 12:03:00+00:00,2019-10-13 02:06:00+00:00,2284,35.0,1.0,34.0,33.09894921190893,0.0,wi-fi
80,2019-10-09 07:50:00+00:00,2019-10-11 05:28:00+00:00,2739,95.22727272727273,62.90909090909091,32.318181818181834,28.39337515350659,0.006206644760861628,wi-fi
183,2019-10-15 12:00:00+00:00,2019-10-17 05:47:00+00:00,2508,89.04545454545455,66.45454545454545,22.590909090909093,29.325014499057556,0.0861244019138756,none
188,2019-10-17 08:52:00+00:00,2019-10-17 16:29:00+00:00,458,65.36363636363636,56.54545454545455,8.818181818181813,30.673779277491068,0.0,wi-fi
189,2019-10-17 17:06:00+00:00,2019-10-18 05:23:00+00:00,738,50.272727272727266,41.54545454545455,8.727272727272723,31.70177383592018,0.0,wi-fi
85,2019-10-15 05:37:00+00:00,2019-10-15 10:15:00+00:00,279,17.272727272727273,9.545454545454545,7.727272727272728,31.027696318018897,0.0,wi-fi
84,2019-10-15 02:49:00+00:00,2019-10-15 04:26:00+00:00,98,34.0,31.09090909090909,2.909090909090911,30.740723562152134,0.0,none
82,2019-10-11 07:50:00+00:00,2019-10-11 11:39:00+00:00,230,40.0,37.90909090909091,2.0909090909090935,25.922529644268774,0.0,wi-fi
190,2019-10-18 05:50:00+00:00,2019-10-18 06:28:00+00:00,39,37.36363636363637,36.77272727272727,0.5909090909090919,30.061771561771565,0.0,wi-fi
191,2019-10-18 07:31:00+00:00,2019-10-18 07:44:00+00:00,14,27.090909090909086,26.545454545454543,0.5454545454545434,32.084415584415595,0.0,wi-fi
187,2019-10-17 08:02:00+00:00,2019-10-17 08:14:00+00:00,13,71.36363636363636,71.0,0.363636363636366,32.32167832167832,0.0,wi-fi
81,2019-10-11 07:05:00+00:00,2019-10-11 07:10:00+00:00,6,45.0,44.81818181818182,0.181818181818183,29.090909090909093,0.0,wi-fi
192,2019-10-18 08:24:00+00:00,2019-10-18 09:39:00+00:00,76,20.0,20.181818181818183,-0.181818181818183,29.799043062200962,0.0,wi-fi
1,2019-10-09 05:49:00+00:00,2019-10-09 05:50:00+00:00,2,34.3,34.63636363636363,-0.33636363636363464,31.19090909090909,1.0,wi-fi
184,2019-10-17 06:05:00+00:00,2019-10-17 06:14:00+00:00,10,68.0,68.36363636363636,-0.3636363636363549,32.31363636363636,0.0,wi-fi
35,2019-10-09 06:29:00+00:00,2019-10-09 06:30:00+00:00,2,63.0,63.36363636363637,-0.363636363636366,31.31818181818182,1.0,wi-fi
51,2019-10-09 06:52:00+00:00,2019-10-09 06:53:00+00:00,2,73.0,73.36363636363636,-0.363636363636366,31.136363636363637,1.0,wi-fi
52,2019-10-09 06:54:00+00:00,2019-10-09 06:55:00+00:00,2,73.81818181818181,74.18181818181819,-0.363636363636366,31.0,1.0,wi-fi
48,2019-10-09 06:47:00+00:00,2019-10-09 06:48:00+00:00,2,70.81818181818181,71.18181818181819,-0.3636363636363771,31.590909090909093,1.0,wi-fi
185,2019-10-17 06:27:00+00:00,2019-10-17 07:02:00+00:00,36,70.36363636363636,71.0,-0.6363636363636349,29.866322951739612,0.1111111111111111,wi-fi
78,2019-10-09 07:21:00+00:00,2019-10-09 07:23:00+00:00,3,87.0909090909091,87.81818181818181,-0.7272727272727209,30.27272727272727,1.0,wi-fi
274,2019-10-18 11:19:00+00:00,2019-10-18 11:21:00+00:00,3,86.0,86.72727272727273,-0.727272727272732,35.5,1.0,wi-fi
0,2019-10-09 05:46:00+00:00,2019-10-09 05:48:00+00:00,3,33.142857142857146,33.888888888888886,-0.7460317460317389,31.115740740740744,1.0,wi-fi
37,2019-10-09 06:33:00+00:00,2019-10-09 06:36:00+00:00,4,64.54545454545455,65.63636363636364,-1.0909090909090868,31.704545454545453,1.0,wi-fi
273,2019-10-18 11:05:00+00:00,2019-10-18 11:17:00+00:00,13,83.36363636363636,85.45454545454545,-2.0909090909090877,34.27972027972027,1.0,wi-fi
186,2019-10-17 07:13:00+00:00,2019-10-17 07:40:00+00:00,28,71.54545454545455,74.0,-2.4545454545454537,31.47402597402598,0.6071428571428571,wi-fi
279,2019-10-18 11:26:00+00:00,2019-10-18 18:31:00+00:00,426,89.0,95.0,-5.999999999999995,28.883055911224925,0.107981220657277,wi-fi
79,2019-10-09 07:24:00+00:00,2019-10-09 07:48:00+00:00,25,88.27272727272727,94.68181818181819,-6.40909090909092,28.55272727272727,1.0,wi-fi
